transaction_id,timestamp,amount,merchant_id,merchant_category,location,card_age,transaction_frequency,is_fraud,hour,day_of_week,is_weekend
TXN005025,2025-10-10 09:16:55.717188,57.35,MERCH_GROCERY_6596,grocery,"San Jose, CA",556,2,0,9,4,0
TXN007788,2025-10-10 09:17:01.717188,50.47,MERCH_HOME_IMPROVEMENT_8283,home_improvement,"New York, NY",736,3,0,9,4,0
TXN000487,2025-10-10 09:18:36.717188,143.45,MERCH_SUBSCRIPTION_6315,subscription,"San Jose, CA",370,0,0,9,4,0
TXN005950,2025-10-10 09:19:32.717188,118.12,MERCH_CLOTHING_6908,clothing,"Philadelphia, PA",1466,1,0,9,4,0
TXN004872,2025-10-10 09:20:09.717188,14.64,MERCH_ENTERTAINMENT_4371,entertainment,"Houston, TX",1049,4,0,9,4,0
TXN005197,2025-10-10 09:20:20.717188,5.31,MERCH_HOME_IMPROVEMENT_1216,home_improvement,"Philadelphia, PA",487,2,0,9,4,0
TXN001804,2025-10-10 09:20:21.717188,70.19,MERCH_RESTAURANT_9351,restaurant,"San Diego, CA",429,4,0,9,4,0
TXN002051,2025-10-10 09:20:25.717188,24.27,MERCH_PHARMACY_6861,pharmacy,"Chicago, IL",1059,2,0,9,4,0
TXN006193,2025-10-10 09:21:12.717188,54.91,MERCH_UTILITIES_4490,utilities,"San Jose, CA",458,2,0,9,4,0
TXN008867,2025-10-10 09:23:25.717188,89.31,MERCH_PHARMACY_6292,pharmacy,"Philadelphia, PA",527,3,0,9,4,0
TXN001103,2025-10-10 09:26:50.717188,2.76,MERCH_CLOTHING_2084,clothing,"Philadelphia, PA",859,0,0,9,4,0
TXN008377,2025-10-10 09:28:40.717188,48.65,MERCH_ENTERTAINMENT_1509,entertainment,"Dallas, TX",1429,2,0,9,4,0
TXN002963,2025-10-10 09:28:56.717188,224.1,MERCH_ELECTRONICS_7335,electronics,"San Jose, CA",1071,1,0,9,4,0
TXN009419,2025-10-10 09:30:30.717188,26.21,MERCH_UTILITIES_2011,utilities,"New York, NY",322,4,0,9,4,0
TXN002852,2025-10-10 09:32:14.717188,24.82,MERCH_ONLINE_RETAIL_4380,online_retail,"Philadelphia, PA",550,2,0,9,4,0
TXN002510,2025-10-10 09:34:11.717188,34.13,MERCH_SUBSCRIPTION_3672,subscription,"San Diego, CA",1143,1,0,9,4,0
TXN008945,2025-10-10 09:34:58.717188,76.15,MERCH_GROCERY_2443,grocery,"San Jose, CA",688,0,0,9,4,0
TXN002562,2025-10-10 09:38:05.717188,18.27,MERCH_ENTERTAINMENT_6811,entertainment,"Los Angeles, CA",999,2,0,9,4,0
TXN001597,2025-10-10 09:38:26.717188,9.06,MERCH_PHARMACY_1415,pharmacy,"San Jose, CA",347,5,0,9,4,0
TXN005947,2025-10-10 09:38:58.717188,26.05,MERCH_UTILITIES_4079,utilities,"San Jose, CA",1321,1,0,9,4,0
TXN008072,2025-10-10 09:39:09.717188,17.24,MERCH_UTILITIES_7298,utilities,"New York, NY",1455,1,0,9,4,0
TXN008866,2025-10-10 09:41:32.717188,22.07,MERCH_RESTAURANT_8010,restaurant,"New York, NY",1187,2,0,9,4,0
TXN000129,2025-10-10 09:45:08.717188,55.65,MERCH_PHARMACY_4475,pharmacy,"San Diego, CA",552,2,0,9,4,0
TXN008924,2025-10-10 09:46:47.717188,125.13,MERCH_GROCERY_2122,grocery,"Phoenix, AZ",1568,2,0,9,4,0
TXN007895,2025-10-10 09:48:28.717188,30.0,MERCH_SUBSCRIPTION_8672,subscription,"Houston, TX",692,3,0,9,4,0
TXN007290,2025-10-10 09:49:24.717188,69.98,MERCH_GAS_STATION_2516,gas_station,"Philadelphia, PA",441,3,0,9,4,0
TXN008817,2025-10-10 09:49:36.717188,41.71,MERCH_ONLINE_RETAIL_1304,online_retail,"New York, NY",378,2,0,9,4,0
TXN001116,2025-10-10 09:50:02.717188,40.04,MERCH_ELECTRONICS_6257,electronics,"Houston, TX",1488,2,0,9,4,0
TXN008260,2025-10-10 09:51:30.717188,47.81,MERCH_GAS_STATION_4906,gas_station,"San Diego, CA",251,1,0,9,4,0
TXN009435,2025-10-10 09:53:30.717188,33.38,MERCH_HOME_IMPROVEMENT_6203,home_improvement,"Chicago, IL",1201,6,0,9,4,0
TXN005382,2025-10-10 09:54:26.717188,21.47,MERCH_PHARMACY_5377,pharmacy,"Philadelphia, PA",965,1,0,9,4,0
TXN003763,2025-10-10 09:57:06.717188,64.03,MERCH_GROCERY_4781,grocery,"San Jose, CA",885,3,0,9,4,0
TXN000876,2025-10-10 09:59:01.717188,99.87,MERCH_GROCERY_2930,grocery,"Dallas, TX",1363,0,0,9,4,0
TXN005858,2025-10-10 09:59:16.717188,47.73,MERCH_GAS_STATION_6670,gas_station,"Dallas, TX",895,2,0,9,4,0
TXN000114,2025-10-10 10:00:48.717188,81.65,MERCH_GROCERY_2124,grocery,"Houston, TX",896,4,0,10,4,0
TXN001355,2025-10-10 10:01:16.717188,25.98,MERCH_ENTERTAINMENT_8374,entertainment,"San Antonio, TX",423,3,0,10,4,0
TXN009444,2025-10-10 10:04:52.717188,69.99,MERCH_UTILITIES_2872,utilities,"Dallas, TX",1578,0,0,10,4,0
TXN000197,2025-10-10 10:06:56.717188,22.34,MERCH_ENTERTAINMENT_1803,entertainment,"New York, NY",742,4,0,10,4,0
TXN005922,2025-10-10 10:10:55.717188,34.13,MERCH_ONLINE_RETAIL_1415,online_retail,"Los Angeles, CA",1010,3,0,10,4,0
TXN008761,2025-10-10 10:13:40.717188,24.27,MERCH_HOME_IMPROVEMENT_6342,home_improvement,"Philadelphia, PA",710,4,0,10,4,0
TXN001733,2025-10-10 10:14:09.717188,33.29,MERCH_SUBSCRIPTION_9051,subscription,"Philadelphia, PA",1675,3,0,10,4,0
TXN005742,2025-10-10 10:14:34.717188,46.29,MERCH_RESTAURANT_3929,restaurant,"New York, NY",1616,1,0,10,4,0
TXN005048,2025-10-10 10:15:15.717188,83.92,MERCH_HOME_IMPROVEMENT_6515,home_improvement,"San Diego, CA",681,2,0,10,4,0
TXN009551,2025-10-10 10:18:45.717188,24.84,MERCH_CLOTHING_7190,clothing,"Los Angeles, CA",702,0,0,10,4,0
TXN007247,2025-10-10 10:21:30.717188,125.96,MERCH_ELECTRONICS_4313,electronics,"Phoenix, AZ",188,0,0,10,4,0
TXN006954,2025-10-10 10:21:34.717188,119.26,MERCH_ONLINE_RETAIL_3603,online_retail,"Phoenix, AZ",1731,2,0,10,4,0
TXN006254,2025-10-10 10:21:54.717188,25.85,MERCH_CLOTHING_3714,clothing,"San Diego, CA",1101,2,0,10,4,0
TXN002156,2025-10-10 10:23:36.717188,53.06,MERCH_SUBSCRIPTION_6715,subscription,"Houston, TX",1210,2,0,10,4,0
TXN007733,2025-10-10 10:25:28.717188,75.19,MERCH_GROCERY_5172,grocery,"San Antonio, TX",1250,6,0,10,4,0
TXN000462,2025-10-10 10:26:46.717188,462.39,MERCH_TRAVEL_8916,travel,"New York, NY",944,3,0,10,4,0
TXN002548,2025-10-10 10:27:34.717188,128.02,MERCH_ENTERTAINMENT_4651,entertainment,"Phoenix, AZ",488,1,0,10,4,0
TXN003147,2025-10-10 10:34:03.717188,11.84,MERCH_HOME_IMPROVEMENT_7876,home_improvement,"Dallas, TX",1756,5,0,10,4,0
TXN009227,2025-10-10 10:35:13.717188,33.11,MERCH_ONLINE_RETAIL_3519,online_retail,"Dallas, TX",1114,3,0,10,4,0
TXN006514,2025-10-10 10:35:24.717188,17.11,MERCH_RESTAURANT_1802,restaurant,"Chicago, IL",313,1,0,10,4,0
TXN000339,2025-10-10 10:36:49.717188,25.05,MERCH_UTILITIES_3126,utilities,"San Diego, CA",935,1,0,10,4,0
TXN009083,2025-10-10 10:36:58.717188,49.18,MERCH_SUBSCRIPTION_1848,subscription,"Phoenix, AZ",463,3,0,10,4,0
TXN001290,2025-10-10 10:38:53.717188,50.15,MERCH_ONLINE_RETAIL_2515,online_retail,"Philadelphia, PA",1093,4,0,10,4,0
TXN005507,2025-10-10 10:39:20.717188,41.38,MERCH_HOME_IMPROVEMENT_7234,home_improvement,"San Antonio, TX",1712,4,0,10,4,0
TXN006308,2025-10-10 10:44:20.717188,27.69,MERCH_HOME_IMPROVEMENT_9567,home_improvement,"Philadelphia, PA",1575,3,0,10,4,0
TXN002210,2025-10-10 10:45:07.717188,26.59,MERCH_GROCERY_7294,grocery,"Phoenix, AZ",733,2,0,10,4,0
TXN003532,2025-10-10 10:45:50.717188,15.59,MERCH_ONLINE_RETAIL_7555,online_retail,"Dallas, TX",724,4,0,10,4,0
TXN004530,2025-10-10 10:48:16.717188,22.98,MERCH_SUBSCRIPTION_4933,subscription,"New York, NY",453,3,0,10,4,0
TXN008186,2025-10-10 10:48:18.717188,70.66,MERCH_UTILITIES_1093,utilities,"New York, NY",1633,3,0,10,4,0
TXN007091,2025-10-10 10:50:20.717188,52.45,MERCH_GAS_STATION_5164,gas_station,"New York, NY",428,2,0,10,4,0
TXN000480,2025-10-10 10:53:31.717188,314.77,MERCH_TRAVEL_6829,travel,"Houston, TX",1184,2,0,10,4,0
TXN005412,2025-10-10 10:54:35.717188,15.99,MERCH_RESTAURANT_7920,restaurant,"Dallas, TX",1291,4,0,10,4,0
TXN006845,2025-10-10 11:01:58.717188,33.89,MERCH_RESTAURANT_6948,restaurant,"Philadelphia, PA",297,2,0,11,4,0
TXN006283,2025-10-10 11:02:24.717188,37.75,MERCH_UTILITIES_9232,utilities,"Houston, TX",356,1,0,11,4,0
TXN009050,2025-10-10 11:02:34.717188,132.1,MERCH_ONLINE_RETAIL_5407,online_retail,"Phoenix, AZ",987,4,0,11,4,0
TXN005125,2025-10-10 11:02:52.717188,18.35,MERCH_GROCERY_2358,grocery,"San Diego, CA",197,0,0,11,4,0
TXN003544,2025-10-10 11:03:50.717188,46.29,MERCH_ENTERTAINMENT_8701,entertainment,"Los Angeles, CA",1003,2,0,11,4,0
TXN004182,2025-10-10 11:04:43.717188,81.42,MERCH_ONLINE_RETAIL_2465,online_retail,"San Diego, CA",1440,5,0,11,4,0
TXN003424,2025-10-10 11:04:57.717188,42.56,MERCH_RESTAURANT_7506,restaurant,"Philadelphia, PA",455,2,0,11,4,0
TXN004694,2025-10-10 11:06:16.717188,10.13,MERCH_ONLINE_RETAIL_4127,online_retail,"San Antonio, TX",1627,6,0,11,4,0
TXN007615,2025-10-10 11:07:19.717188,375.8,MERCH_ELECTRONICS_6168,electronics,"Los Angeles, CA",970,3,0,11,4,0
TXN006623,2025-10-10 11:09:00.717188,23.06,MERCH_SUBSCRIPTION_7299,subscription,"Los Angeles, CA",986,0,0,11,4,0
TXN006475,2025-10-10 11:10:33.717188,17.25,MERCH_UTILITIES_8814,utilities,"Houston, TX",300,0,0,11,4,0
TXN005767,2025-10-10 11:11:04.717188,380.88,MERCH_TRAVEL_5959,travel,"San Diego, CA",864,0,0,11,4,0
TXN005834,2025-10-10 11:12:13.717188,47.86,MERCH_SUBSCRIPTION_1621,subscription,"San Jose, CA",266,4,0,11,4,0
TXN006355,2025-10-10 11:13:21.717188,11.61,MERCH_ENTERTAINMENT_8320,entertainment,"Los Angeles, CA",1700,4,0,11,4,0
TXN009704,2025-10-10 11:13:21.717188,26.31,MERCH_RESTAURANT_5615,restaurant,"Los Angeles, CA",611,2,0,11,4,0
TXN001418,2025-10-10 11:15:13.717188,57.66,MERCH_SUBSCRIPTION_4747,subscription,"San Jose, CA",1505,4,0,11,4,0
TXN007957,2025-10-10 11:16:55.717188,44.85,MERCH_ENTERTAINMENT_3377,entertainment,"San Antonio, TX",591,1,0,11,4,0
TXN004248,2025-10-10 11:19:00.717188,35.6,MERCH_HOME_IMPROVEMENT_3083,home_improvement,"Houston, TX",539,2,0,11,4,0
TXN001479,2025-10-10 11:20:24.717188,64.71,MERCH_GAS_STATION_8947,gas_station,"San Diego, CA",1693,2,0,11,4,0
TXN009356,2025-10-10 11:22:28.717188,25.22,MERCH_HOME_IMPROVEMENT_1247,home_improvement,"New York, NY",449,2,0,11,4,0
TXN001945,2025-10-10 11:22:37.717188,32.96,MERCH_GAS_STATION_2262,gas_station,"Houston, TX",341,1,0,11,4,0
TXN008853,2025-10-10 11:23:10.717188,61.83,MERCH_GROCERY_8965,grocery,"Dallas, TX",706,3,0,11,4,0
TXN002038,2025-10-10 11:23:47.717188,77.21,MERCH_HOME_IMPROVEMENT_4159,home_improvement,"Los Angeles, CA",701,5,0,11,4,0
TXN007374,2025-10-10 11:24:33.717188,117.0,MERCH_GROCERY_2052,grocery,"Philadelphia, PA",1001,4,0,11,4,0
TXN007571,2025-10-10 11:25:26.717188,45.28,MERCH_CLOTHING_1806,clothing,"San Jose, CA",1186,4,0,11,4,0
TXN006442,2025-10-10 11:25:49.717188,109.55,MERCH_UTILITIES_5685,utilities,"Philadelphia, PA",892,1,0,11,4,0
TXN007742,2025-10-10 11:25:59.717188,45.98,MERCH_ELECTRONICS_9648,electronics,"San Antonio, TX",910,1,0,11,4,0
TXN001588,2025-10-10 11:26:06.717188,38.44,MERCH_CLOTHING_5544,clothing,"Los Angeles, CA",991,4,0,11,4,0
TXN000663,2025-10-10 11:26:24.717188,16.82,MERCH_CLOTHING_8758,clothing,"Los Angeles, CA",777,4,0,11,4,0
TXN002067,2025-10-10 11:27:17.717188,55.9,MERCH_GROCERY_6289,grocery,"Los Angeles, CA",464,1,0,11,4,0
TXN008534,2025-10-10 11:29:14.717188,45.68,MERCH_GROCERY_5016,grocery,"Phoenix, AZ",1773,3,0,11,4,0
TXN007481,2025-10-10 11:30:17.717188,63.87,MERCH_SUBSCRIPTION_1367,subscription,"Chicago, IL",905,2,0,11,4,0
TXN003376,2025-10-10 11:30:37.717188,31.84,MERCH_GAS_STATION_9630,gas_station,"Dallas, TX",661,2,0,11,4,0
TXN002295,2025-10-10 11:31:31.717188,33.05,MERCH_SUBSCRIPTION_1996,subscription,"San Antonio, TX",620,4,0,11,4,0
TXN007866,2025-10-10 11:31:50.717188,37.92,MERCH_UTILITIES_5967,utilities,"New York, NY",887,2,0,11,4,0
TXN005188,2025-10-10 11:33:15.717188,18.34,MERCH_RESTAURANT_3044,restaurant,"Phoenix, AZ",1635,2,0,11,4,0
TXN004180,2025-10-10 11:34:43.717188,144.0,MERCH_TRAVEL_1491,travel,"Philadelphia, PA",1418,1,0,11,4,0
TXN001495,2025-10-10 11:36:10.717188,273.1,MERCH_ELECTRONICS_3862,electronics,"Chicago, IL",911,1,0,11,4,0
TXN009000,2025-10-10 11:36:26.717188,24.4,MERCH_ONLINE_RETAIL_3578,online_retail,"Dallas, TX",1254,1,0,11,4,0
TXN004870,2025-10-10 11:38:40.717188,171.4,MERCH_TRAVEL_6161,travel,"Los Angeles, CA",255,3,0,11,4,0
TXN007092,2025-10-10 11:42:24.717188,22.15,MERCH_PHARMACY_4245,pharmacy,"Philadelphia, PA",698,3,0,11,4,0
TXN009530,2025-10-10 11:43:11.717188,24.05,MERCH_UTILITIES_1695,utilities,"San Jose, CA",393,0,0,11,4,0
TXN005844,2025-10-10 11:43:23.717188,31.44,MERCH_HOME_IMPROVEMENT_1029,home_improvement,"Chicago, IL",1179,2,0,11,4,0
TXN007871,2025-10-10 11:43:23.717188,617.62,MERCH_ELECTRONICS_9015,electronics,"Dallas, TX",1669,0,0,11,4,0
TXN003039,2025-10-10 11:43:25.717188,36.53,MERCH_GROCERY_7009,grocery,"Phoenix, AZ",453,3,0,11,4,0
TXN004251,2025-10-10 11:45:01.717188,35.04,MERCH_ENTERTAINMENT_4676,entertainment,"Philadelphia, PA",1071,1,0,11,4,0
TXN000703,2025-10-10 11:45:56.717188,34.36,MERCH_PHARMACY_5631,pharmacy,"San Jose, CA",1329,2,0,11,4,0
TXN008388,2025-10-10 11:46:18.717188,102.73,MERCH_ONLINE_RETAIL_1301,online_retail,"Phoenix, AZ",621,2,0,11,4,0
TXN003073,2025-10-10 11:46:28.717188,39.04,MERCH_GROCERY_4915,grocery,"San Diego, CA",634,2,0,11,4,0
TXN007362,2025-10-10 11:46:30.717188,19.99,MERCH_SUBSCRIPTION_9974,subscription,"Chicago, IL",835,4,0,11,4,0
TXN001367,2025-10-10 11:47:34.717188,70.45,MERCH_GROCERY_9433,grocery,"San Antonio, TX",1123,2,0,11,4,0
TXN008859,2025-10-10 11:48:17.717188,17.14,MERCH_GROCERY_1302,grocery,"San Jose, CA",477,5,0,11,4,0
TXN008318,2025-10-10 11:50:04.717188,42.81,MERCH_GAS_STATION_7448,gas_station,"Los Angeles, CA",279,2,0,11,4,0
TXN006548,2025-10-10 11:51:19.717188,41.16,MERCH_GAS_STATION_5229,gas_station,"Phoenix, AZ",1365,3,0,11,4,0
TXN003978,2025-10-10 11:54:56.717188,27.66,MERCH_SUBSCRIPTION_4187,subscription,"Los Angeles, CA",875,1,0,11,4,0
TXN009218,2025-10-10 11:55:26.717188,44.97,MERCH_GROCERY_3621,grocery,"Dallas, TX",1729,3,0,11,4,0
TXN005413,2025-10-10 11:56:20.717188,24.01,MERCH_ENTERTAINMENT_5272,entertainment,"Phoenix, AZ",1186,5,0,11,4,0
TXN003350,2025-10-10 11:56:21.717188,57.79,MERCH_GAS_STATION_3882,gas_station,"Dallas, TX",752,5,0,11,4,0
TXN009422,2025-10-10 11:58:40.717188,16.39,MERCH_ELECTRONICS_2402,electronics,"Phoenix, AZ",295,4,0,11,4,0
TXN003165,2025-10-10 12:00:20.717188,25.2,MERCH_CLOTHING_5509,clothing,"New York, NY",1350,3,0,12,4,0
TXN006580,2025-10-10 12:01:16.717188,15.28,MERCH_HOME_IMPROVEMENT_4707,home_improvement,"Phoenix, AZ",601,1,0,12,4,0
TXN008875,2025-10-10 12:02:12.717188,48.23,MERCH_SUBSCRIPTION_7935,subscription,"San Jose, CA",515,2,0,12,4,0
TXN003433,2025-10-10 12:02:23.717188,35.3,MERCH_CLOTHING_6705,clothing,"Chicago, IL",1362,5,0,12,4,0
TXN008932,2025-10-10 12:03:11.717188,11.62,MERCH_CLOTHING_5541,clothing,"Houston, TX",1254,4,0,12,4,0
TXN007923,2025-10-10 12:03:15.717188,26.2,MERCH_RESTAURANT_3914,restaurant,"Phoenix, AZ",1700,3,0,12,4,0
TXN007977,2025-10-10 12:03:56.717188,48.32,MERCH_GAS_STATION_9961,gas_station,"Chicago, IL",1752,3,0,12,4,0
TXN009470,2025-10-10 12:03:59.717188,63.94,MERCH_PHARMACY_9620,pharmacy,"New York, NY",905,1,0,12,4,0
TXN008254,2025-10-10 12:05:58.717188,13.73,MERCH_HOME_IMPROVEMENT_6636,home_improvement,"Dallas, TX",618,0,0,12,4,0
TXN005316,2025-10-10 12:06:30.717188,22.45,MERCH_ENTERTAINMENT_9825,entertainment,"San Antonio, TX",821,3,0,12,4,0
TXN008840,2025-10-10 12:07:04.717188,25.6,MERCH_GROCERY_5188,grocery,"San Jose, CA",641,2,0,12,4,0
TXN005149,2025-10-10 12:09:27.717188,17.26,MERCH_RESTAURANT_7679,restaurant,"Chicago, IL",1193,5,0,12,4,0
TXN003739,2025-10-10 12:11:42.717188,52.09,MERCH_RESTAURANT_3655,restaurant,"Philadelphia, PA",366,2,0,12,4,0
TXN002844,2025-10-10 12:11:54.717188,14.79,MERCH_HOME_IMPROVEMENT_5352,home_improvement,"Phoenix, AZ",1455,4,0,12,4,0
TXN002890,2025-10-10 12:14:15.717188,144.83,MERCH_ELECTRONICS_4042,electronics,"Houston, TX",427,2,0,12,4,0
TXN000464,2025-10-10 12:14:47.717188,41.0,MERCH_HOME_IMPROVEMENT_5697,home_improvement,"Dallas, TX",742,4,0,12,4,0
TXN003480,2025-10-10 12:14:50.717188,6.69,MERCH_ENTERTAINMENT_9711,entertainment,"Philadelphia, PA",552,4,0,12,4,0
TXN005403,2025-10-10 12:16:02.717188,27.42,MERCH_UTILITIES_5488,utilities,"Philadelphia, PA",1385,2,0,12,4,0
TXN008183,2025-10-10 12:17:44.717188,18.79,MERCH_RESTAURANT_2983,restaurant,"San Diego, CA",1595,2,0,12,4,0
TXN000028,2025-10-10 12:21:13.717188,7.19,MERCH_PHARMACY_1949,pharmacy,"Houston, TX",809,2,0,12,4,0
TXN007342,2025-10-10 12:21:44.717188,57.76,MERCH_GAS_STATION_1543,gas_station,"Chicago, IL",1271,1,0,12,4,0
TXN002555,2025-10-10 12:22:10.717188,345.59,MERCH_TRAVEL_1416,travel,"San Antonio, TX",432,2,0,12,4,0
TXN005744,2025-10-10 12:22:57.717188,28.25,MERCH_GAS_STATION_2347,gas_station,"New York, NY",1676,1,0,12,4,0
TXN008426,2025-10-10 12:24:20.717188,41.17,MERCH_HOME_IMPROVEMENT_4491,home_improvement,"San Diego, CA",1614,4,0,12,4,0
TXN003631,2025-10-10 12:26:00.717188,66.88,MERCH_GROCERY_3988,grocery,"San Antonio, TX",1116,1,0,12,4,0
TXN008979,2025-10-10 12:28:07.717188,7.67,MERCH_SUBSCRIPTION_5981,subscription,"New York, NY",1667,3,0,12,4,0
TXN007241,2025-10-10 12:28:17.717188,8.3,MERCH_CLOTHING_6134,clothing,"Philadelphia, PA",1192,4,0,12,4,0
TXN001432,2025-10-10 12:29:46.717188,6.54,MERCH_UTILITIES_7466,utilities,"Phoenix, AZ",960,2,0,12,4,0
TXN008233,2025-10-10 12:30:20.717188,35.91,MERCH_HOME_IMPROVEMENT_5559,home_improvement,"Philadelphia, PA",1559,1,0,12,4,0
TXN003105,2025-10-10 12:31:34.717188,54.44,MERCH_GAS_STATION_3251,gas_station,"Los Angeles, CA",1637,0,0,12,4,0
TXN002675,2025-10-10 12:33:38.717188,4.39,MERCH_ELECTRONICS_7141,electronics,"San Jose, CA",236,3,0,12,4,0
TXN002462,2025-10-10 12:33:53.717188,14.44,MERCH_ONLINE_RETAIL_8731,online_retail,"San Jose, CA",520,1,0,12,4,0
TXN006027,2025-10-10 12:34:06.717188,62.18,MERCH_GROCERY_7683,grocery,"San Jose, CA",1519,1,0,12,4,0
TXN008629,2025-10-10 12:34:55.717188,18.72,MERCH_PHARMACY_2451,pharmacy,"San Jose, CA",1141,4,0,12,4,0
TXN007624,2025-10-10 12:35:32.717188,46.14,MERCH_GAS_STATION_5147,gas_station,"Dallas, TX",1532,2,0,12,4,0
TXN003632,2025-10-10 12:37:06.717188,114.44,MERCH_ELECTRONICS_7212,electronics,"San Jose, CA",854,0,0,12,4,0
TXN005894,2025-10-10 12:37:19.717188,10.85,MERCH_GROCERY_2515,grocery,"San Diego, CA",720,3,0,12,4,0
TXN004232,2025-10-10 12:41:34.717188,35.0,MERCH_ENTERTAINMENT_5102,entertainment,"San Jose, CA",1357,3,0,12,4,0
TXN002417,2025-10-10 12:44:55.717188,16.71,MERCH_CLOTHING_1893,clothing,"San Antonio, TX",1002,4,0,12,4,0
